user_id,amount,hour,day_of_week,merchant_category,device_type,distance_from_home_km,is_foreign,is_high_risk_merchant,has_history_of_chargeback,is_fraud
3929,294944.65,11,6,fashion,mobile,14.87,0,0,0,1
4758,35264.21,19,6,telecom,mobile,3.32,0,0,0,0
2587,535962.54,22,1,restaurants,desktop,12.78,1,0,0,1
2444,187003.98,15,5,education,mobile,6.29,0,0,0,0
1464,223520.66,6,3,restaurants,mobile,10.65,0,0,0,1
2401,1394449.8,20,4,jewelry,mobile,2.64,0,1,0,1
1535,104331,21,3,electronics,mobile,5.43,0,1,0,1
2513,39600.13,22,4,restaurants,mobile,16.32,0,0,0,0
4238,191377.25,13,3,grocery,mobile,12.22,0,0,0,0
2336,256714.85,5,4,crypto,mobile,14.26,0,1,0,1
3361,180413.78,16,0,education,mobile,2.03,0,0,0,0
3607,129366.29,17,0,government,mobile,8.26,0,0,0,0
2196,107524.01,8,1,education,mobile,10.84,0,0,0,0
3971,56432.53,18,1,fashion,mobile,26.89,0,0,0,0
2671,497933.6,17,1,travel,mobile,29.3,0,1,0,1
2365,331317.74,13,0,telecom,mobile,8.08,0,0,0,1
4739,136045.3,14,0,utilities,mobile,14.75,0,0,0,0
4649,179161.31,10,5,restaurants,mobile,10.12,0,0,0,0
3282,73656.69,12,1,restaurants,mobile,4.3,0,0,0,0
2486,41177.13,15,3,grocery,mobile,1.55,0,0,0,0
1374,96059.22,7,2,restaurants,mobile,10.14,0,0,0,0
2848,199972.73,3,1,telecom,mobile,5.69,0,0,0,1
4990,28633.34,4,5,fashion,desktop,10.13,0,0,0,0
2977,1085344.52,21,1,restaurants,mobile,0.76,0,0,0,1
3507,108527.48,18,6,restaurants,tablet,2.21,0,0,0,0
4839,70906.07,0,5,fashion,mobile,13.53,0,0,0,1
2481,49941.93,9,0,jewelry,mobile,7.16,0,1,0,1
4267,118401.16,10,6,fashion,mobile,1.27,0,0,0,0
4897,188784.33,15,6,fashion,desktop,8.44,0,0,0,0
4997,75349.89,3,0,grocery,mobile,2.51,0,0,0,1
2299,1277954.32,12,3,utilities,mobile,0.45,0,0,0,1
3480,101718.16,16,2,fuel,mobile,2.68,0,0,0,0
3033,98439.66,13,0,education,mobile,3.88,0,0,0,0
2234,92759.97,6,1,grocery,desktop,3.34,0,0,0,0
1866,648293.08,7,0,fashion,mobile,9.22,0,0,0,1
2904,72625.83,10,1,restaurants,desktop,24.49,0,0,0,0
3971,144744.53,0,6,crypto,mobile,9.13,0,1,0,1
2822,44109.52,3,4,restaurants,desktop,9.24,0,0,0,0
3911,1140350.28,20,1,fuel,desktop,4.34,1,0,0,1
1029,341408.88,14,2,utilities,desktop,10.24,0,0,0,1
2725,168340.6,18,1,healthcare,mobile,5.75,0,0,0,0
1511,188149.38,23,4,education,mobile,0.81,0,0,0,0
1051,59868.73,6,3,fuel,desktop,11.6,0,0,0,0
2873,400028.46,23,3,restaurants,mobile,3.28,0,0,0,1
4086,460461.59,12,0,electronics,mobile,6.14,1,1,0,1
1061,184655.08,23,5,restaurants,mobile,10.41,0,0,0,0
1431,85887.57,19,4,electronics,desktop,12.07,0,1,0,1
1780,137510.25,3,4,jewelry,mobile,1.58,0,1,0,1
4939,136696.85,9,3,utilities,mobile,0.79,0,0,0,0
4524,193393.32,19,6,healthcare,mobile,1.47,0,0,0,0
4915,169485.17,14,1,insurance,mobile,15.3,0,0,0,0
4812,363336.65,7,1,restaurants,mobile,21.98,0,0,0,1
3664,132560.13,6,4,fashion,desktop,2.41,0,0,0,0
2759,556044.39,17,3,travel,mobile,0.18,0,1,0,1
1039,210624.95,14,4,fashion,desktop,3.42,0,0,0,1
3870,91944.08,9,1,travel,mobile,7.9,0,1,0,1
3724,196603.76,8,3,healthcare,mobile,5.6,0,0,0,0
2778,88471.36,23,2,education,desktop,17.5,0,0,0,0
4534,425643.92,15,1,healthcare,mobile,5.68,0,0,0,1
2173,599003.53,0,2,travel,mobile,25.21,0,1,0,1
3410,510194.36,20,4,restaurants,mobile,4.93,0,0,0,1
4847,119447.79,6,0,utilities,mobile,4.33,0,0,0,0
3755,529187.25,6,4,travel,desktop,0.56,0,1,0,1
4698,536678,14,1,insurance,mobile,1.73,0,0,0,1
1946,75278.51,16,4,healthcare,mobile,10.07,0,0,0,0
2973,133270.61,8,2,fuel,mobile,4.89,0,0,0,0
4320,100911.4,0,0,fuel,desktop,8.47,0,0,0,1
4819,15234.65,13,3,utilities,mobile,0.45,0,0,1,1
1596,82434.77,18,1,grocery,mobile,7.72,0,0,0,0
1724,247764.96,14,4,restaurants,mobile,6.43,0,0,0,1
4484,63268.41,22,3,restaurants,desktop,18.65,0,0,0,0
4250,43978.38,8,5,utilities,mobile,16.83,0,0,0,0
3429,327908.93,19,5,restaurants,mobile,4.96,0,0,0,1
1323,73552.94,5,0,telecom,mobile,7.63,0,0,0,0
4962,96932.38,1,0,fashion,mobile,8.84,0,0,0,1
2880,311284.03,17,5,utilities,mobile,14.11,0,0,1,1
3984,2540866.55,19,1,gaming,mobile,10.83,0,0,0,1
1823,137858.85,14,6,fuel,mobile,0.69,0,0,0,0
3151,64491,18,3,fuel,mobile,9.15,0,0,0,0
4083,400304.85,12,5,fuel,desktop,22.96,0,0,0,1
2138,90294.04,11,3,grocery,mobile,18,0,0,0,0
1220,145284.86,20,6,electronics,mobile,9.84,0,1,0,1
4032,164567.42,9,5,restaurants,mobile,9.16,0,0,0,0
3037,360899.77,22,1,education,mobile,8.34,0,0,0,1
3537,99779.28,7,4,restaurants,desktop,22.12,0,0,0,0
3833,1925512.85,5,6,travel,mobile,2.15,1,1,0,1
4705,166218.29,11,5,healthcare,desktop,19.88,0,0,0,0
3967,116593.42,7,0,education,mobile,11.37,0,0,0,0
1422,842787.81,16,1,healthcare,mobile,5.88,0,0,0,1
1657,123170.34,13,0,travel,desktop,5.97,0,1,0,1
2896,327280.62,4,4,utilities,mobile,10.7,0,0,0,1
4193,53833.8,22,5,restaurants,mobile,6.19,0,0,0,0
3717,50621.7,14,4,utilities,tablet,21.28,0,0,0,0
1642,121959.37,15,3,healthcare,desktop,4.13,1,0,0,1
3757,370955.22,14,2,restaurants,mobile,2.97,0,0,0,1
4941,32869.66,9,5,travel,desktop,16.95,0,1,0,1
3848,82229.76,22,6,fashion,mobile,2.16,0,0,0,0
2152,841289.66,23,0,jewelry,mobile,6.36,0,1,0,1
1089,169950.8,9,0,insurance,mobile,11.76,0,0,0,0
2678,204475.48,10,3,grocery,mobile,19.35,0,0,0,1
3361,532899.01,3,6,grocery,mobile,1.56,0,0,1,1
4996,948927.38,20,6,telecom,desktop,12,0,0,0,1
1278,118655.97,16,5,insurance,desktop,0.81,0,0,0,0
1216,66694.65,11,2,government,mobile,13.18,0,0,0,0
2197,68996.24,14,5,fashion,desktop,6.29,0,0,0,0
4092,713332.71,4,3,insurance,desktop,13.54,0,0,0,1
4586,40020.11,14,5,fashion,desktop,1.93,0,0,0,0
1950,129443.48,13,3,telecom,desktop,1.29,0,0,0,0
3559,285880.22,4,4,grocery,mobile,3.77,0,0,0,1
4399,188892.23,7,1,restaurants,mobile,0.51,0,0,0,0
2887,162718.18,15,4,grocery,mobile,0.03,0,0,0,0
1511,721091.55,18,5,fashion,mobile,16.57,0,0,0,1
1584,166972.76,7,2,restaurants,mobile,13.89,0,0,0,0
2282,183147.8,7,2,fashion,desktop,14.54,0,0,0,0
2812,286568.29,10,4,fuel,mobile,14.45,0,0,0,1
4902,282108.7,10,0,restaurants,mobile,0.39,0,0,0,1
1536,175198.89,7,6,travel,mobile,2.01,0,1,0,1
2313,110673.86,12,0,restaurants,desktop,0.29,0,0,0,0
1160,193005.71,2,3,utilities,mobile,0.33,0,0,0,1
2442,1121743.34,6,0,grocery,mobile,6.3,0,0,0,1
3650,52411.18,17,6,utilities,mobile,18.53,0,0,0,0
2072,12590.27,3,4,restaurants,mobile,8.08,0,0,0,0
1734,149854.84,17,0,insurance,desktop,3.57,0,0,0,0
2806,335075.15,17,3,education,desktop,9.34,0,0,0,1
1294,803440.83,4,0,fashion,mobile,2.09,0,0,0,1
2826,28898.11,1,0,fuel,mobile,10.86,0,0,0,0
2817,206318.08,21,4,electronics,desktop,11.41,0,1,0,1
1140,19324.89,14,5,fashion,mobile,15.68,0,0,0,0
4431,180972.37,9,3,telecom,mobile,0.57,0,0,0,0
2749,150558.68,10,1,restaurants,mobile,5.24,0,0,0,0
3581,493073.12,10,4,fashion,mobile,8.94,0,0,0,1
3226,69152.28,12,5,fuel,mobile,7.96,0,0,0,0
4922,359381.7,11,3,travel,mobile,7.72,0,1,0,1
3650,175308.45,23,0,utilities,mobile,17.51,0,0,0,0
3852,558077.06,0,1,fashion,mobile,17.54,1,0,0,1
4043,119357.32,13,1,insurance,desktop,20.41,0,0,0,0
2957,140393.67,13,6,restaurants,tablet,13,1,0,0,1
3028,71765.95,14,3,fashion,desktop,26.95,0,0,0,0
4958,348702.92,15,5,fashion,mobile,13.12,0,0,0,1
3173,125676.94,21,6,restaurants,mobile,10.94,0,0,0,0
4120,347213.07,1,4,travel,mobile,4.49,0,1,0,1
3918,810084.15,9,3,fashion,desktop,10.74,0,0,0,1
4224,512710.09,2,3,electronics,mobile,5.3,0,1,0,1
1960,212679.2,14,4,fuel,desktop,8.64,0,0,0,1
1961,99153.46,19,2,electronics,mobile,5.99,0,1,0,1
1700,135172.97,6,6,travel,mobile,14.07,0,1,0,1
3616,130319.96,8,2,fashion,mobile,17.15,0,0,0,0
2540,264064.5,18,2,grocery,mobile,5.01,0,0,0,1
1763,135539,12,1,restaurants,mobile,1.78,0,0,0,0
3220,190416.94,13,4,grocery,mobile,24.25,0,0,0,0
4946,231945.99,20,3,electronics,mobile,1.4,0,1,0,1
1624,167709.8,9,1,fuel,mobile,9.09,0,0,0,0
2843,341995.69,22,3,restaurants,desktop,17.04,0,0,0,1
1475,559636.63,3,3,crypto,mobile,6.9,0,1,0,1
1199,303967.58,4,4,fashion,mobile,0.81,0,0,0,1
2636,100045.71,10,6,healthcare,mobile,22.03,0,0,0,0
2957,122035.73,16,6,telecom,mobile,4.23,0,0,0,0
2470,136520.06,14,3,government,mobile,10.85,0,0,0,0
1843,74165.48,10,3,utilities,mobile,14.75,0,0,0,0
2321,487484.73,19,5,education,mobile,7.01,0,0,0,1
2300,66299.57,23,0,telecom,mobile,1.07,0,0,0,0
2559,48248.73,3,4,insurance,mobile,14.5,0,0,0,0
2935,82014.79,19,6,grocery,mobile,7.2,0,0,0,0
2298,540527.54,22,1,fashion,tablet,5.2,0,0,0,1
3193,128093.07,6,5,utilities,mobile,6,0,0,0,0
2711,96069.18,16,5,restaurants,mobile,19.82,0,0,0,0
1378,54998.29,2,4,restaurants,mobile,3.68,0,0,0,1
4877,113974.77,14,2,utilities,mobile,27.69,0,0,0,0
1089,379543.23,13,5,insurance,mobile,6.2,0,0,0,1
3241,72454.85,0,2,fashion,mobile,1.34,0,0,0,1
3289,129750.58,16,0,restaurants,desktop,8.47,0,0,0,0
1813,90131.36,18,2,education,mobile,10.88,0,0,0,0
3257,58295.88,11,1,electronics,desktop,7.75,0,1,0,1
3169,585506.9,12,0,fuel,mobile,7.27,0,0,0,1
1528,49567.6,15,3,gaming,mobile,0.77,0,0,0,0
4333,146629.46,12,6,education,mobile,8.2,0,0,0,0
4069,203248.74,11,5,grocery,mobile,18.48,0,0,0,1
4893,130426.2,21,4,insurance,mobile,2.96,0,0,0,0
2231,183894.8,6,4,fashion,desktop,9.15,0,0,0,0
3051,170208.1,12,2,restaurants,mobile,17.26,0,0,0,0
1874,29904.07,19,6,electronics,mobile,9.19,0,1,0,1
2409,409102.85,22,0,jewelry,mobile,1.25,0,1,0,1
2405,185856.92,5,0,jewelry,mobile,22.07,0,1,0,1
1770,310110.41,16,2,restaurants,mobile,3.33,0,0,0,1
4596,164232.1,15,6,telecom,mobile,8.33,0,0,0,0
3634,346500.93,14,1,restaurants,mobile,0.39,0,0,0,1
2804,99454.75,10,1,telecom,tablet,0.43,0,0,0,0
3105,161487.29,8,0,utilities,mobile,6.7,0,0,0,0
4191,156270.74,18,5,government,desktop,0.11,0,0,0,0
2988,160540.26,11,6,electronics,mobile,1.3,0,1,0,1
1806,159091.08,8,5,restaurants,mobile,17.13,1,0,0,1
1519,211132.91,3,2,restaurants,desktop,5.2,0,0,1,1
4375,386654.67,5,1,telecom,mobile,0.01,0,0,0,1
2159,139255.74,13,2,fuel,desktop,15.81,0,0,0,0
2605,51862.55,6,6,fashion,desktop,1.2,0,0,0,0
2789,134969.62,8,5,education,mobile,4.38,0,0,0,0
3303,142286.07,18,2,restaurants,tablet,30.9,0,0,0,0
3134,281067.05,7,4,grocery,mobile,11.78,0,0,0,1
3275,504584.39,10,5,telecom,mobile,2.57,0,0,0,1
3585,133031.57,0,4,utilities,desktop,6.75,0,0,0,1
3285,167130.46,20,1,grocery,mobile,9.18,0,0,0,0
1044,56913.93,14,4,healthcare,mobile,16.12,0,0,0,0
2638,96766.38,16,3,fashion,desktop,2.1,0,0,0,0
1537,209046.29,15,6,education,mobile,4.42,0,0,0,1
1766,133360.25,21,3,restaurants,mobile,24.59,0,0,0,0
1823,62272.41,14,5,fashion,mobile,21.47,0,0,0,0
3664,374353.24,12,1,restaurants,mobile,0.66,0,0,0,1
4533,182856.47,18,4,restaurants,mobile,15.21,0,0,0,0
2974,170044.59,11,1,fuel,desktop,7.58,0,0,0,0
3613,198138.43,13,0,jewelry,desktop,15.6,0,1,0,1
2268,72297.15,20,4,utilities,mobile,2.18,0,0,0,0
1897,38101.15,3,6,restaurants,tablet,10.73,0,0,0,0
1231,818030.57,7,5,restaurants,mobile,6.57,0,0,0,1
1169,1988366.26,22,1,education,mobile,5.49,0,0,0,1
1301,447057.92,19,0,crypto,mobile,2.01,0,1,0,1
3852,661893.46,7,1,government,mobile,10.37,0,0,0,1
1255,755018.63,8,0,travel,mobile,8.6,0,1,0,1
4908,127779.33,21,0,electronics,desktop,10.46,0,1,0,1
3350,281619,19,0,utilities,mobile,9.55,0,0,0,1
4468,12833.46,19,2,fashion,mobile,0.56,0,0,0,0
1032,160048.9,17,6,restaurants,mobile,11.12,0,0,0,0
1969,50872.36,5,4,fashion,mobile,1.75,0,0,0,0
3312,130002.9,17,4,restaurants,mobile,1.54,0,0,0,0
3122,236059.47,1,6,restaurants,mobile,7.39,0,0,0,1
4457,1385555.52,18,3,travel,mobile,10.58,0,1,0,1
2427,104984.21,12,4,utilities,desktop,26.62,0,0,0,0
3088,246985.59,2,4,fuel,mobile,9.97,0,0,0,1
2952,345559.71,7,5,healthcare,desktop,13.56,0,0,0,1
4686,114179.78,6,2,restaurants,mobile,14.49,0,0,0,0
2970,175652.9,8,0,restaurants,desktop,14.98,0,0,0,0
3575,282994.31,5,6,restaurants,mobile,9.82,0,0,0,1
4585,443325.41,22,3,grocery,mobile,1.97,0,0,0,1
2294,114396.41,17,6,telecom,mobile,7.46,0,0,0,0
3275,797778.57,16,3,electronics,desktop,23.08,0,1,0,1
4994,61620.86,8,4,grocery,mobile,10.7,0,0,0,0
3800,328123.07,14,2,grocery,mobile,1.75,0,0,0,1
3381,124748.17,15,2,insurance,mobile,10.48,0,0,0,0
4053,72606.74,17,2,telecom,mobile,13.95,0,0,0,0
1002,168079.15,9,3,fuel,desktop,0.74,0,0,0,0
3885,55937.85,14,0,utilities,mobile,1.61,0,0,0,0
3843,324209.62,6,1,fuel,desktop,7.48,0,0,0,1
4005,443698.08,12,6,electronics,tablet,12.59,0,1,0,1
4409,66307.04,10,2,grocery,desktop,27.13,0,0,0,0
1525,137247.97,20,6,travel,mobile,7.25,0,1,0,1
3119,169396.36,23,1,utilities,mobile,0.27,0,0,0,0
2852,165009.81,17,2,grocery,mobile,19.83,0,0,0,0
4211,122351.13,22,6,gaming,mobile,7.41,0,0,0,0
2245,33941.19,4,4,utilities,mobile,3.82,0,0,0,0
2559,29555.47,6,4,restaurants,mobile,11.35,1,0,0,1
2756,130745.75,20,1,grocery,mobile,4.33,0,0,0,0
3485,184690.77,0,2,fashion,desktop,17.59,0,0,0,1
3382,215145.13,12,5,education,mobile,6.13,0,0,0,1
4062,129855.99,10,0,insurance,desktop,6.77,0,0,0,0
3319,469654.67,2,3,utilities,desktop,4.14,0,0,0,1
3272,85846.9,19,5,grocery,desktop,11.3,0,0,0,0
2192,410592.7,20,1,travel,desktop,2.64,0,1,0,1
1576,63585.47,17,2,jewelry,mobile,7.5,0,1,0,1
2091,343498.82,22,0,fashion,mobile,9.88,0,0,0,1
2230,59536.73,10,2,grocery,mobile,7.53,0,0,0,0
4456,75662.8,6,1,utilities,mobile,7.96,0,0,0,0
1635,79506.53,6,1,restaurants,mobile,22.16,0,0,0,0
2687,230684.39,19,2,fashion,mobile,12.61,0,0,0,1
1579,70521.78,13,1,electronics,mobile,1.97,0,1,0,1
1718,80534.9,13,2,fashion,mobile,4.86,0,0,0,0
3077,548030.74,0,0,insurance,mobile,26.57,0,0,0,1
1306,159740.97,3,5,jewelry,mobile,1.77,0,1,0,1
2370,519604.07,0,1,fashion,desktop,19.38,0,0,0,1
1827,27283.76,22,4,grocery,mobile,6.33,0,0,0,0
3506,59970.82,20,2,fashion,mobile,6.73,0,0,0,0
4442,55585.93,21,1,restaurants,mobile,11.85,0,0,0,0
2456,140474.18,9,4,utilities,mobile,12.49,0,0,0,0
2416,48708.55,2,6,healthcare,mobile,22.38,0,0,0,0
2259,127399.19,1,1,restaurants,mobile,0.77,0,0,0,1
1865,827788.88,1,3,restaurants,desktop,7.06,0,0,0,1
2933,281873.81,13,3,insurance,mobile,0.84,0,0,0,1
2772,315792.59,19,0,utilities,mobile,22.03,0,0,0,1
1170,161414.25,2,1,education,mobile,3.41,0,0,0,1
3413,197542.49,8,2,jewelry,mobile,8.47,0,1,0,1
3066,989559.2,11,4,restaurants,desktop,4.99,1,0,0,1
4634,931738.91,17,4,grocery,mobile,8.52,0,0,0,1
3683,84979.55,8,2,telecom,mobile,10.07,1,0,0,1
4739,358886.19,14,2,fashion,mobile,6.09,0,0,0,1
2989,2507503.04,13,2,telecom,mobile,0.93,0,0,0,1
3298,351145.61,1,0,crypto,mobile,7.81,0,1,0,1
3558,499538.82,20,0,fuel,mobile,5.69,0,0,0,1
1154,59003.04,1,2,restaurants,desktop,1.95,0,0,0,1
4048,461040.93,4,0,travel,mobile,9.23,0,1,0,1
2756,514942.79,4,6,gaming,mobile,8.17,0,0,0,1
3640,674574.2,14,0,electronics,mobile,8,0,1,0,1
3551,660220.18,1,3,electronics,desktop,15.36,0,1,0,1
2282,152886,8,0,insurance,mobile,4.51,0,0,0,0
4360,172488.94,6,4,electronics,desktop,0.08,0,1,0,1
4606,82550.97,5,2,healthcare,mobile,18.15,0,0,0,0
1492,142531.75,14,5,fuel,mobile,4.58,0,0,0,0
2550,86836.26,13,3,healthcare,mobile,11.03,0,0,0,0
4419,235184.65,19,6,fashion,desktop,2.26,0,0,0,1
2007,249342.79,19,2,grocery,desktop,18.99,0,0,0,1
3620,183885.67,18,6,grocery,mobile,7.75,0,0,0,0
2869,100457.39,14,6,grocery,desktop,11.41,0,0,0,0
1280,238706.34,18,2,education,mobile,4.53,0,0,0,1
2490,136364.02,6,5,education,mobile,6.86,0,0,0,0
3468,126913.64,19,0,gaming,desktop,14.25,0,0,0,0
4919,56426.72,16,6,utilities,desktop,4.58,0,0,0,0
4811,52942.38,22,2,utilities,mobile,19.8,0,0,0,0
4721,1547276.04,18,2,electronics,mobile,0.17,0,1,0,1
1517,115140.92,20,2,fuel,desktop,2.12,0,0,0,0
3318,157084.14,9,2,grocery,tablet,4.7,0,0,0,0
4572,423707.53,13,6,travel,mobile,0.08,0,1,0,1
2738,187545.97,8,1,fashion,mobile,1.08,0,0,0,0
2438,846292.07,8,6,grocery,mobile,1.68,0,0,0,1
1210,103714.31,9,1,fashion,desktop,26.1,0,0,0,0
2737,100878.2,10,6,restaurants,mobile,12.28,0,0,0,0
1547,528119.87,23,1,grocery,mobile,12.42,0,0,0,1
3744,172718.85,23,4,healthcare,mobile,5.67,0,0,0,0
4102,147609.69,7,2,healthcare,mobile,21.68,0,0,0,0
1524,134790.34,20,5,restaurants,mobile,9.68,0,0,0,0
3670,69717.51,18,5,electronics,mobile,9.73,0,1,0,1
4254,242899.5,2,5,travel,mobile,6.19,0,1,0,1
2195,46687.5,19,1,grocery,mobile,1.72,0,0,0,0
2905,607990.77,6,2,grocery,desktop,13.6,0,0,1,1
3287,99263.85,6,2,electronics,mobile,6.66,0,1,0,1
2877,107721.55,21,2,grocery,desktop,2.42,1,0,0,1
2725,130779.78,9,1,education,mobile,10.59,0,0,0,0
2666,718221.41,1,3,insurance,mobile,7.69,0,0,0,1
2117,81457.86,10,0,restaurants,desktop,9.1,0,0,0,0
4706,164695.24,20,4,fashion,desktop,2.27,0,0,0,0
1189,535950.92,20,4,grocery,desktop,12.56,0,0,0,1
4078,328313.14,23,2,utilities,mobile,8.11,0,0,0,1
2036,79678.34,18,3,gaming,mobile,3.14,0,0,0,0
3926,235110.78,23,4,jewelry,tablet,8.79,0,1,0,1
4132,153573.24,9,2,fuel,mobile,8.93,0,0,0,0
3415,201883.39,18,4,telecom,mobile,13.78,0,0,0,1
3097,243262.21,0,2,grocery,desktop,8.73,0,0,0,1
4747,128129.59,12,2,utilities,mobile,14.81,0,0,0,0
1712,173353.8,23,1,fashion,mobile,35.29,0,0,0,0
3130,126622.31,23,5,utilities,mobile,13.35,0,0,0,0
2729,452969.18,14,0,grocery,mobile,4.6,0,0,1,1
1698,328228.48,10,4,utilities,desktop,9.15,0,0,0,1
1529,172430.84,14,2,electronics,mobile,0.41,0,1,0,1
1293,173816.11,21,5,jewelry,mobile,7.72,0,1,0,1
2401,92642.11,13,6,fuel,desktop,8.76,0,0,0,0
2505,46383.72,21,6,travel,mobile,8.97,1,1,0,1
2813,9954.19,9,6,restaurants,mobile,7.99,0,0,0,0
1990,339980.45,1,3,insurance,mobile,8.08,0,0,0,1
2844,81160.72,19,1,healthcare,desktop,7.02,0,0,0,0
2592,253521.01,7,5,fashion,mobile,3.66,0,0,0,1
2046,105434.9,18,2,fuel,mobile,9.25,0,0,0,0
2107,48826.41,9,4,electronics,mobile,0.19,0,1,0,1
2974,765560.46,19,6,fashion,mobile,7.85,0,0,0,1
1012,76161.63,2,4,education,tablet,1.01,1,0,0,1
3501,45823.47,21,6,travel,mobile,6.44,0,1,1,1
3752,125662,18,4,telecom,desktop,0.12,0,0,0,0
1282,169751.6,20,5,government,desktop,11.99,0,0,0,0
1447,43998.3,8,3,fuel,mobile,0.09,0,0,0,0
1281,251368.82,1,4,grocery,desktop,13.31,0,0,0,1
1006,87710.25,14,1,government,desktop,25.83,0,0,0,0
3062,304726.2,13,3,utilities,mobile,9.24,0,0,0,1
2755,121705.39,18,3,education,mobile,9.84,0,0,0,0
2854,584850.37,1,3,telecom,mobile,20.02,0,0,0,1
1189,57673.38,21,2,utilities,mobile,8.69,0,0,0,0
1095,35978.84,12,6,telecom,mobile,11.17,0,0,0,0
3921,81510.98,9,3,healthcare,mobile,0.8,0,0,0,0
4761,92373.19,11,4,restaurants,mobile,6.94,0,0,0,0
2508,379773.97,0,3,restaurants,desktop,8.02,0,0,0,1
1399,101094.83,14,1,healthcare,mobile,5.52,0,0,0,0
2337,43452.16,9,6,fuel,mobile,6.94,0,0,0,0
4657,127881.42,2,4,travel,mobile,3.4,0,1,0,1
1317,177180.1,12,3,fashion,mobile,8.13,0,0,0,0
4055,190533.14,8,0,gaming,mobile,2.42,0,0,0,0
4247,317321.45,0,2,education,mobile,2.58,0,0,0,1
3438,78538.75,15,2,grocery,tablet,2.41,0,0,0,0
2028,106925.58,5,2,government,mobile,9.11,0,0,0,0
4475,424277.74,20,3,travel,mobile,12.14,0,1,0,1
4793,88895.49,16,0,telecom,desktop,14.78,0,0,0,0
4297,137614,7,0,gaming,tablet,1.87,0,0,0,0
1591,130271.82,15,2,fashion,mobile,17.4,0,0,0,0
2098,194163.56,5,1,fuel,desktop,6.4,0,0,0,0
2783,37888.67,0,3,jewelry,mobile,2.57,0,1,0,1
1002,113410.37,7,3,fuel,mobile,6.88,0,0,0,0
4167,168052.59,21,5,restaurants,mobile,19.63,0,0,0,0
4629,45607.67,4,3,grocery,mobile,0.11,0,0,0,0
4453,129941.48,17,3,electronics,desktop,7.02,0,1,0,1
1556,163498.38,6,5,insurance,desktop,3.18,0,0,0,0
1301,144722.95,2,4,grocery,mobile,5.9,0,0,0,1
3657,171895.49,1,0,telecom,desktop,2.65,0,0,0,1
2058,62306.44,5,6,gaming,mobile,11.03,0,0,0,0
3171,4564960.16,4,1,grocery,mobile,4.64,0,0,0,1
4519,1271767.5,8,5,gaming,mobile,9.32,0,0,0,1
4136,107536.46,16,6,insurance,mobile,2.64,0,0,0,0
1184,124742.36,12,3,telecom,mobile,2.23,0,0,0,0
1740,56347.04,14,0,utilities,mobile,3.09,0,0,0,0
1821,185849.45,17,4,telecom,mobile,6.46,0,0,0,0
3561,32135.94,13,2,gaming,mobile,1.3,0,0,0,0
2352,43333.47,15,5,restaurants,mobile,8.9,0,0,0,0
3843,87143.36,4,6,jewelry,mobile,14.91,0,1,0,1
4707,708767.71,21,2,fuel,mobile,3.94,0,0,0,1
4491,123102.28,9,2,electronics,mobile,5.89,0,1,0,1
2300,98730.16,12,1,electronics,mobile,17.3,0,1,0,1
3440,111134.51,16,6,utilities,mobile,4.55,0,0,0,0
3566,77323.63,0,6,healthcare,mobile,4.93,0,0,1,1
3445,131167.39,11,3,utilities,mobile,2.15,0,0,0,0
3635,125671.13,12,4,travel,mobile,1.25,0,1,0,1
4459,114413.84,7,6,electronics,mobile,8.8,0,1,1,1
2936,11652.37,1,2,grocery,desktop,3.9,0,0,1,1
2774,1908367.54,1,6,fashion,mobile,1.95,0,0,0,1
3092,373773.07,12,6,electronics,mobile,10.46,0,1,0,1
4834,129167.92,15,4,travel,mobile,12.41,0,1,0,1
4441,62458.33,18,5,fuel,mobile,20.49,0,0,0,0
4966,200119.64,23,4,telecom,mobile,8.42,0,0,0,1
2398,357236.98,22,0,restaurants,desktop,6.85,0,0,0,1
3070,90607.78,23,1,education,tablet,13.73,0,0,0,0
1019,61964.48,18,0,fuel,tablet,8.1,0,0,0,0
2571,79738.1,4,3,jewelry,mobile,4.25,0,1,1,1
4787,385962.45,8,2,restaurants,desktop,12.48,0,0,0,1
2304,31889.43,17,4,grocery,mobile,2.4,0,0,0,0
1893,54774.19,10,2,fuel,desktop,1.04,0,0,0,0
4218,446486.88,11,1,utilities,mobile,10.24,0,0,0,1
4074,46185.35,12,5,grocery,mobile,6.97,0,0,0,0
2130,256662.56,22,3,utilities,mobile,3.67,0,0,0,1
3476,70295.19,1,5,travel,mobile,2.41,0,1,0,1
4421,499461.63,15,5,fuel,mobile,4.21,0,0,0,1
1644,113441.91,0,2,fuel,mobile,0.92,0,0,0,1
3986,87896.17,10,6,utilities,tablet,4.6,0,0,0,0
2191,64220.42,5,6,insurance,desktop,3.58,0,0,0,0
2784,222357.83,21,0,utilities,mobile,11.27,0,0,0,1
2563,123303.14,14,3,restaurants,mobile,7.51,0,0,0,0
3269,227748.68,14,1,travel,desktop,17.38,0,1,0,1
1752,136907.67,6,0,jewelry,desktop,1.03,1,1,0,1
3344,449179.4,18,2,travel,mobile,5.65,0,1,1,1
2129,95542.96,11,5,fuel,desktop,26.97,0,0,0,0
3478,189341.26,7,5,travel,mobile,1.84,0,1,0,1
3832,132370.06,21,1,gaming,tablet,0.54,0,0,0,0
2159,1445724.71,22,3,restaurants,desktop,18.32,0,0,0,1
4204,147974.89,7,3,grocery,mobile,7.98,0,0,0,0
3945,152458.55,5,3,fuel,mobile,8.31,0,0,0,0
